ID,All_fragments,All_fragments_h,Counts
BIOFACQUIM_All_frag_635,*N[C@H](COC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1)Cc1ccccc1,N[C@H](COC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1)Cc1ccccc1,1
BIOFACQUIM_All_frag_636,*OC[C@H](Cc1ccccc1)NC(=O)c1ccccc1,O=C(N[C@H](CO)Cc1ccccc1)c1ccccc1,1
BIOFACQUIM_All_frag_637,*c1cc2c(cc1OC)OCO2,COc1ccc2c(c1)OCO2,1
BIOFACQUIM_All_frag_638,*c1cc2cc3ccoc3cc2oc1=O,O=c1ccc2cc3ccoc3cc2o1,1
BIOFACQUIM_All_frag_639,*c1ccc(OC)c(O)c1,COc1ccccc1O,1
BIOFACQUIM_All_frag_640,*C1OC(=O)C2C=C3CC[C@@]12[C@H]1c2c(O)oc(C=CCC)c2CC[C@@H]31,CCC=Cc1oc(O)c2c1CC[C@H]1C3=CC4C(=O)OC[C@@]4(CC3)[C@@H]21,1
BIOFACQUIM_All_frag_641,*CC(=O)C(C)CCCC(C)(O)C=C,C=CC(C)(O)CCCC(C)C(C)=O,1
BIOFACQUIM_All_frag_642,*CC(C)(C)O,CC(C)(C)O,1
BIOFACQUIM_All_frag_643,*CC(=O)O[C@@H]1CC(O)(C(=O)OC)C[C@@H](*)C1O,COC(=O)C1(O)CCC(O)[C@H](OC(C)=O)C1,1
BIOFACQUIM_All_frag_644,*CC(=O)O[C@@H]1CC(O)(C(=O)OC)C[C@@H](O*)C1O,COC(=O)C1(O)C[C@@H](O)C(O)[C@H](OC(C)=O)C1,1
BIOFACQUIM_All_frag_645,*CC(=O)O[C@@H]1CC(O)(C(=O)OC)C[C@@H](OC(=O)C*)C1O,COC(=O)C1(O)C[C@@H](OC(C)=O)C(O)[C@H](OC(C)=O)C1,1
BIOFACQUIM_All_frag_646,*CC(=O)O[C@@H]1CC(O)(C(=O)OC)C[C@@H](OC(=O)C=Cc2ccc(O)c(O)c2)C1O,COC(=O)C1(O)C[C@@H](OC(C)=O)C(O)[C@H](OC(=O)C=Cc2ccc(O)c(O)c2)C1,1
BIOFACQUIM_All_frag_647,*O[C@H]1c2cc(C)cc(O)c2C(=O)C2C(=O)C3=CC[C@]21Cc1cc(O)c(C(=O)c2c(O)ccc(O)c2C(*)=O)c(O)c13,Cc1cc(O)c2c(c1)[C@H](O)[C@]13CC=C(C(=O)C1C2=O)c1c(cc(O)c(C(=O)c2c(O)ccc(O)c2C=O)c1O)C3,1
BIOFACQUIM_All_frag_648,*O[C@H]1c2cc(C)cc(O)c2C(=O)C2C(=O)C3=CC[C@]21Cc1cc(O)c(C(=O)c2c(O)ccc(O)c2C(=O)OC)c(O)c13,COC(=O)c1c(O)ccc(O)c1C(=O)c1c(O)cc2c(c1O)C1=CC[C@]3(C2)C(C1=O)C(=O)c1c(O)cc(C)cc1[C@@H]3O,1
BIOFACQUIM_All_frag_649,*[C@H]1c2cc(C)cc(O)c2C(=O)C2C(=O)C3=CC[C@]21Cc1cc(O)c(C(=O)c2c(O)ccc(O)c2C(=O)OC)c(O)c13,COC(=O)c1c(O)ccc(O)c1C(=O)c1c(O)cc2c(c1O)C1=CC[C@]3(Cc4cc(C)cc(O)c4C(=O)C3C1=O)C2,1
BIOFACQUIM_All_frag_650,*C(=O)CC(CC(=O)O[C@@H]([C@@H](OC(=O)CC(CC(*)=O)C(=O)O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](C)CCCC)C(*)=O,CCCC[C@@H](C)[C@@H](OC(=O)CC(C=O)CC=O)[C@@H](OC(=O)CC(CC=O)C(=O)O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_651,*C(=O)CC(CC(=O)O[C@@H]([C@@H](OC(=O)CC(CC(=O)O)C(*)=O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](C)CCCC)C(=O)O,CCCC[C@@H](C)[C@@H](OC(=O)CC(CC=O)C(=O)O)[C@@H](OC(=O)CC(C=O)CC(=O)O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_652,*C(=O)CC(CC(=O)O[C@@H]([C@@H](OC(=O)CC(CC(=O)O)C(=O)O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](C)CCCC)C(*)=O,CCCC[C@@H](C)[C@@H](OC(=O)CC(C=O)CC=O)[C@@H](OC(=O)CC(CC(=O)O)C(=O)O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_653,*C(=O)CC(CC(=O)O[C@@H]([C@@H](OC(=O)CC(CC(=O)O)C(=O)O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](C)CCCC)C(=O)O,CCCC[C@@H](C)[C@@H](OC(=O)CC(CC=O)C(=O)O)[C@@H](OC(=O)CC(CC(=O)O)C(=O)O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_654,*O[C@@H]([C@@H](*)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](C)CCCC,CCCC[C@@H](C)[C@@H](O)C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_655,*O[C@@H]([C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](*)[C@H](C)CCCC,CCCC[C@@H](C)C[C@@H](O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_656,*O[C@@H]([C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](O*)[C@H](C)CCCC,CCCC[C@@H](C)[C@@H](O)[C@@H](O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_657,*O[C@@H]([C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](OC(=O)CC(CC(*)=O)C(*)=O)[C@H](C)CCCC,CCCC[C@@H](C)[C@@H](OC(=O)CC(C=O)CC=O)[C@@H](O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_658,*O[C@@H]([C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](OC(=O)CC(CC(*)=O)C(=O)O)[C@H](C)CCCC,CCCC[C@@H](C)[C@@H](OC(=O)CC(CC=O)C(=O)O)[C@@H](O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_659,*O[C@@H]([C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](OC(=O)CC(CC(=O)O)C(*)=O)[C@H](C)CCCC,CCCC[C@@H](C)[C@@H](OC(=O)CC(C=O)CC(=O)O)[C@@H](O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_660,*O[C@@H]([C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](OC(=O)CC(CC(=O)O)C(=O)O)[C@H](C)CCCC,CCCC[C@@H](C)[C@@H](OC(=O)CC(CC(=O)O)C(=O)O)[C@@H](O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_661,*O[C@@H]([C@@H](OC(=O)CC(CC(*)=O)C(*)=O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](C)CCCC,CCCC[C@@H](C)[C@@H](O)[C@@H](OC(=O)CC(C=O)CC=O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_662,*O[C@@H]([C@@H](OC(=O)CC(CC(*)=O)C(=O)O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](C)CCCC,CCCC[C@@H](C)[C@@H](O)[C@@H](OC(=O)CC(CC=O)C(=O)O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_663,*O[C@@H]([C@@H](OC(=O)CC(CC(=O)O)C(*)=O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](C)CCCC,CCCC[C@@H](C)[C@@H](O)[C@@H](OC(=O)CC(C=O)CC(=O)O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_664,*O[C@@H]([C@@H](OC(=O)CC(CC(=O)O)C(=O)O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](C)CCCC,CCCC[C@@H](C)[C@@H](O)[C@@H](OC(=O)CC(CC(=O)O)C(=O)O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_665,*[C@@H]([C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](OC(=O)CC(CC(=O)O)C(=O)O)[C@H](C)CCCC,CCCC[C@@H](C)[C@H](C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)CC(CC(=O)O)C(=O)O,1
BIOFACQUIM_All_frag_666,*[C@H]([C@H](C)CCCC)[C@@H](*)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,CCCC[C@@H](C)CC[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_667,*[C@H]([C@H](C)CCCC)[C@@H](OC(=O)CC(CC(=O)O)C(=O)O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,CCCC[C@@H](C)C[C@@H](OC(=O)CC(CC(=O)O)C(=O)O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_668,*C(=O)CC(CC(=O)O[C@@H]([C@@H](OC(=O)CC(CC(=O)O)C(*)=O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](C)CCCC)C(*)=O,CCCC[C@@H](C)[C@@H](OC(=O)CC(C=O)CC=O)[C@@H](OC(=O)CC(C=O)CC(=O)O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_669,*C(=O)CC(CC(=O)O[C@@H]([C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](OC(=O)CC(CC(=O)O)C(=O)O)[C@H](C)CCCC)C(=O)O,CCCC[C@@H](C)[C@@H](OC(=O)CC(CC(=O)O)C(=O)O)[C@@H](OC(=O)CC(CC=O)C(=O)O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_670,*c1cc(=O)c2c(O)c(-c3cc([C@@H]4CC(=O)c5c(OC)cc(O)cc5O4)ccc3O)c(O)cc2o1,COc1cc(O)cc2c1C(=O)C[C@@H](c1ccc(O)c(-c3c(O)cc4occc(=O)c4c3O)c1)O2,1
BIOFACQUIM_All_frag_671,*C(=O)CC(CC(=O)O[C@@H]([C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](OC(=O)CC(CC(=O)O)C(=O)O)[C@H](C)CCCC)C(*)=O,CCCC[C@@H](C)[C@@H](OC(=O)CC(CC(=O)O)C(=O)O)[C@@H](OC(=O)CC(C=O)CC=O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_672,*C(=O)C(CC(=O)O)CC(=O)O[C@@H]([C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](*)[C@H](C)CCCC,CCCC[C@@H](C)C[C@@H](OC(=O)CC(C=O)CC(=O)O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_673,*C(=O)C(CC(=O)O)CC(=O)O[C@@H]([C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](OC(=O)CC(CC(=O)O)C(*)=O)[C@H](C)CCCC,CCCC[C@@H](C)[C@@H](OC(=O)CC(C=O)CC(=O)O)[C@@H](OC(=O)CC(C=O)CC(=O)O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_674,*C(=O)C(CC(=O)O)CC(=O)O[C@@H]([C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](OC(=O)CC(CC(=O)O)C(=O)O)[C@H](C)CCCC,CCCC[C@@H](C)[C@@H](OC(=O)CC(CC(=O)O)C(=O)O)[C@@H](OC(=O)CC(C=O)CC(=O)O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_675,*C(=O)C(CC(=O)O)CC(=O)O[C@@H]([C@@H](OC(=O)CC(CC(=O)O)C(=O)O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](C)CCCC,CCCC[C@@H](C)[C@@H](OC(=O)CC(C=O)CC(=O)O)[C@@H](OC(=O)CC(CC(=O)O)C(=O)O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_676,*C(=O)CC(CC(*)=O)C(*)=O,O=CCC(C=O)CC=O,1
BIOFACQUIM_All_frag_677,*C(=O)CC(CC(*)=O)C(=O)O,O=CCC(CC=O)C(=O)O,1
BIOFACQUIM_All_frag_678,*C(=O)CC(CC(=O)O)C(*)=O,O=CCC(C=O)CC(=O)O,1
BIOFACQUIM_All_frag_679,*C(=O)CC(CC(=O)O)C(=O)O,O=CCC(CC(=O)O)C(=O)O,1
BIOFACQUIM_All_frag_680,*C(=O)CC(CC(=O)O[C@@H]([C@@H](*)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](C)CCCC)C(*)=O,CCCC[C@@H](C)[C@H](C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)CC(C=O)CC=O,1
BIOFACQUIM_All_frag_681,*C(=O)CC(CC(=O)O[C@@H]([C@@H](*)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](C)CCCC)C(=O)O,CCCC[C@@H](C)[C@H](C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)CC(CC=O)C(=O)O,1
BIOFACQUIM_All_frag_682,*C(=O)CC(CC(=O)O[C@@H]([C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](*)[C@H](C)CCCC)C(*)=O,CCCC[C@@H](C)C[C@@H](OC(=O)CC(C=O)CC=O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_683,*C(=O)CC(CC(=O)O[C@@H]([C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](*)[C@H](C)CCCC)C(=O)O,CCCC[C@@H](C)C[C@@H](OC(=O)CC(CC=O)C(=O)O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_684,*C(=O)CC(CC(=O)O[C@@H]([C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](OC(=O)CC(CC(*)=O)C(*)=O)[C@H](C)CCCC)C(*)=O,CCCC[C@@H](C)[C@@H](OC(=O)CC(C=O)CC=O)[C@@H](OC(=O)CC(C=O)CC=O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_685,*C(=O)CC(CC(=O)O[C@@H]([C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](OC(=O)CC(CC(*)=O)C(=O)O)[C@H](C)CCCC)C(*)=O,CCCC[C@@H](C)[C@@H](OC(=O)CC(CC=O)C(=O)O)[C@@H](OC(=O)CC(C=O)CC=O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_686,*C(=O)CC(CC(=O)O[C@@H]([C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](OC(=O)CC(CC(*)=O)C(=O)O)[C@H](C)CCCC)C(=O)O,CCCC[C@@H](C)[C@@H](OC(=O)CC(CC=O)C(=O)O)[C@@H](OC(=O)CC(CC=O)C(=O)O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_687,*C(=O)CC(CC(=O)O[C@@H]([C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](OC(=O)CC(CC(=O)O)C(*)=O)[C@H](C)CCCC)C(*)=O,CCCC[C@@H](C)[C@@H](OC(=O)CC(C=O)CC(=O)O)[C@@H](OC(=O)CC(C=O)CC=O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_688,*C(=O)CC(CC(=O)O[C@@H]([C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)[C@H](OC(=O)CC(CC(=O)O)C(*)=O)[C@H](C)CCCC)C(=O)O,CCCC[C@@H](C)[C@@H](OC(=O)CC(C=O)CC(=O)O)[C@@H](OC(=O)CC(CC=O)C(=O)O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,1
BIOFACQUIM_All_frag_689,*N1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,1
BIOFACQUIM_All_frag_690,*c1cc([C@@H]2CC(=O)c3c(OC)cc(O)cc3O2)ccc1O,COc1cc(O)cc2c1C(=O)C[C@@H](c1ccc(O)cc1)O2,1
BIOFACQUIM_All_frag_691,*[C@H]1[C@H](O[C@H](CC[C@H](C)c2ccc(C)c(O)c2)C(C)(C)O)O[C@H](CO)[C@@H](O)[C@@H]1O,Cc1ccc([C@@H](C)CC[C@@H](O[C@H]2C[C@@H](O)[C@H](O)[C@@H](CO)O2)C(C)(C)O)cc1O,1
BIOFACQUIM_All_frag_692,*[C@H]1[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](C)O[C@H]2OC(CCCCC)CCCCCCCCCC(=O)O)C[C@H](CO)[C@@H](C)[C@@H]1O,CCCCCC(CCCCCCCCCC(=O)O)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1C[C@H](CO)[C@@H](C)[C@H](O)C1,1
BIOFACQUIM_All_frag_693,*C=O,C=O,1
BIOFACQUIM_All_frag_694,*C(=O)CC,CCC=O,1
BIOFACQUIM_All_frag_695,*O[C@@H]1[C@H](OC(=O)CC)c2c(ccc3ccc(=O)oc23)OC1(C)C,CCC(=O)O[C@@H]1c2c(ccc3ccc(=O)oc23)OC(C)(C)[C@@H]1O,1
BIOFACQUIM_All_frag_696,*[C@@H]1[C@H](OC(=O)CC)c2c(ccc3ccc(=O)oc23)OC1(C)C,CCC(=O)O[C@H]1CC(C)(C)Oc2ccc3ccc(=O)oc3c21,1
BIOFACQUIM_All_frag_697,*O[C@@H]1[C@H](O)c2c(ccc3ccc(=O)oc23)OC1(C)C,CC1(C)Oc2ccc3ccc(=O)oc3c2[C@@H](O)[C@H]1O,1
BIOFACQUIM_All_frag_698,*[C@@H]1[C@H](O)c2c(ccc3ccc(=O)oc23)OC1(C)C,CC1(C)C[C@H](O)c2c(ccc3ccc(=O)oc23)O1,1
BIOFACQUIM_All_frag_699,*O[C@@H]1[C@H](OC(=O)C(C)C)c2c(ccc3ccc(=O)oc23)OC1(C)C,CC(C)C(=O)O[C@@H]1c2c(ccc3ccc(=O)oc23)OC(C)(C)[C@@H]1O,1
BIOFACQUIM_All_frag_700,*[C@@H]1[C@H](OC(=O)C(C)C)c2c(ccc3ccc(=O)oc23)OC1(C)C,CC(C)C(=O)O[C@H]1CC(C)(C)Oc2ccc3ccc(=O)oc3c21,1
BIOFACQUIM_All_frag_701,*O[C@@H]1[C@H](OC(C)=O)c2c(ccc3ccc(=O)oc23)OC1(C)C,CC(=O)O[C@@H]1c2c(ccc3ccc(=O)oc23)OC(C)(C)[C@@H]1O,1
BIOFACQUIM_All_frag_702,*[C@@H]1[C@H](OC(C)=O)c2c(ccc3ccc(=O)oc23)OC1(C)C,CC(=O)O[C@H]1CC(C)(C)Oc2ccc3ccc(=O)oc3c21,1
BIOFACQUIM_All_frag_703,*c1oc2c(OC)c(O)cc(O)c2c(=O)c1OC,COc1coc2c(OC)c(O)cc(O)c2c1=O,1
BIOFACQUIM_All_frag_704,*c1oc2c(OC)c(OC)cc(O)c2c(=O)c1O,COc1cc(O)c2c(=O)c(O)coc2c1OC,1
BIOFACQUIM_All_frag_705,*CC(=O)c1ccc(C)cc1O,CC(=O)c1ccc(C)cc1O,1
BIOFACQUIM_All_frag_706,*OCC(=O)c1ccc(C)cc1O,Cc1ccc(C(=O)CO)c(O)c1,1
BIOFACQUIM_All_frag_707,*Oc1ccc(C(C=C)OC(=O)CC(C)C)cc1OC,C=CC(OC(=O)CC(C)C)c1ccc(O)c(OC)c1,1
BIOFACQUIM_All_frag_708,*c1ccc(C(C=C)OC(=O)CC(C)C)cc1OC,C=CC(OC(=O)CC(C)C)c1cccc(OC)c1,1
BIOFACQUIM_All_frag_709,*Oc1ccc(C(C=C)OC(=O)C(C)C)cc1OC,C=CC(OC(=O)C(C)C)c1ccc(O)c(OC)c1,1
BIOFACQUIM_All_frag_710,*C(=O)c1c(O)c(C)c2c(c1O)=CO[C@H](C)C=2C,CC1=c2c(C)c(O)c(C=O)c(O)c2=CO[C@@H]1C,1
BIOFACQUIM_All_frag_711,*[C@H]1[C@H](OC(CCCCC)CCCCCCCCCC(=O)O)O[C@H](C)[C@@H](O)[C@@H]1O,CCCCCC(CCCCCCCCCC(=O)O)O[C@H]1C[C@@H](O)[C@H](O)[C@@H](C)O1,1
BIOFACQUIM_All_frag_712,*c1cc(=O)c2c(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1,O=c1ccoc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,1
BIOFACQUIM_All_frag_713,*[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](O)[C@H](C)[C@@H](CO)C[C@H]2O[C@@H]2[C@@H](O)[C@H](O)[C@@H](C)O[C@H]2OC(CCCCC)CCCCCCCCCC(=O)O)[C@H](O)[C@@H]1O,CCCCCC(CCCCCCCCCC(=O)O)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1C[C@H](CO)[C@@H](C)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)C[C@@H](O)[C@H]1O,1
BIOFACQUIM_All_frag_714,*C[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,CC(C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1
BIOFACQUIM_All_frag_715,*C(=O)CCCCCCCCCC(*)CCCCC,CCCCCCCCCCCCCCCC=O,1
BIOFACQUIM_All_frag_716,*C(=O)CCCCCCCCCC(CCCCC)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1*,CCCCCC(CCCCCCCCCC=O)O[C@H]1C[C@@H](O)[C@H](O)[C@@H](C)O1,1
BIOFACQUIM_All_frag_717,*C(=O)CCCCCCCCCC(CCCCC)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1C[C@H](CO)[C@@H](C)[C@H](O)[C@H]1*,CCCCCC(CCCCCCCCCC=O)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1C[C@H](CO)[C@@H](C)[C@H](O)C1,1
BIOFACQUIM_All_frag_718,*C(=O)CCCCCCCCCC(CCCCC)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1C[C@H](CO)[C@@H](C)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](*)[C@@H](O)[C@H]1O,CCCCCC(CCCCCCCCCC=O)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1C[C@H](CO)[C@@H](C)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)C[C@@H](O)[C@H]1O,1
BIOFACQUIM_All_frag_719,*C(=O)CCCCCCCCCC(CCCCC)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1C[C@H](CO)[C@@H](C)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O,CCCCCC(CCCCCCCCCC=O)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1C[C@H](CO)[C@@H](C)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O,1
BIOFACQUIM_All_frag_720,*C(CCCCC)CCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,1
BIOFACQUIM_All_frag_721,*[C@@H]1C[C@H](CO)[C@@H](C)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](*)[C@@H](O)[C@H]1O,C[C@@H]1[C@@H](CO)CC[C@H](O[C@@H]2O[C@@H](C)C[C@@H](O)[C@H]2O)[C@H]1O,1
BIOFACQUIM_All_frag_722,*[C@@H]1C[C@H](CO)[C@@H](C)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O,C[C@@H]1[C@@H](CO)CC[C@H](O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)[C@H]1O,1
BIOFACQUIM_All_frag_723,*[C@@H]1O[C@@H](C)[C@H](*)[C@@H](O)[C@H]1O,C[C@H]1C[C@@H](O)[C@@H](O)CO1,1
