ID,isomeric_smiles,canonical_smiles,Database,NumCarbons,NumOxygens,NumNitrogens,FractionOfCarbons,FractionOfOxygens,FractionOfNitrogens,CSP3,FractionOfChiralCarbons,MW,NumHeavyAtoms,Ring,AliphaticRing,AromaticRing,Heterocycle,AliphaticHeterocycle,AromaticHeterocycle,SpiroAtom,BridgeheadAtom
DB06217,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC,FDA,20,4,1,0.8,0.16,0.04,0.7,0.15,349.225308472,25,3,2,1,1,1,1,0,0
DB06218,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,COCC(NC(C)=O)C(=O)NCc1ccccc1,FDA,13,3,2,0.7222222222222222,0.16666666666666666,0.1111111111111111,0.38461538461538464,0.07692307692307693,250.131742436,18,1,0,1,0,0,1,0,0
DB06228,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,FDA,19,5,3,0.6551724137931034,0.1724137931034483,0.10344827586206896,0.3157894736842105,0.05263157894736842,435.0655693559999,29,4,2,2,3,2,2,0,0
DB06230,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,FDA,21,3,1,0.84,0.12,0.04,0.6190476190476191,0.19047619047619047,339.18344366,25,6,5,1,2,2,1,1,2
DB06234,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,CC(C)N=c1[nH]c2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,FDA,15,4,3,0.625,0.16666666666666666,0.125,0.5333333333333333,0.26666666666666666,375.07526144799994,24,3,1,2,2,1,2,0,0
DB06237,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,COc1ccc(CN=c2[nH]c(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,FDA,23,3,7,0.6764705882352942,0.08823529411764706,0.20588235294117646,0.34782608695652173,0.043478260869565216,483.17856537200004,34,4,1,3,3,1,3,0,0
DB06243,NCCCC(N)(C(=O)O)C(F)F,NCCCC(N)(C(=O)O)C(F)F,FDA,6,2,2,0.5,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666,182.086684064,12,0,0,0,0,0,0,0,0
DB06249,COc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,COc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,FDA,28,4,1,0.8235294117647058,0.11764705882352941,0.029411764705882353,0.2857142857142857,0.0,475.181729408,34,5,1,4,2,1,4,0,0
DB06261,CCCCCCOC(=O)CCC(=O)CN,CCCCCCOC(=O)CCC(=O)CN,FDA,11,3,1,0.7333333333333333,0.2,0.06666666666666667,0.8181818181818182,0.0,215.152143532,15,0,0,0,0,0,0,0,0
DB06262,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,NC(C(=O)O)C(O)c1ccc(O)c(O)c1,FDA,9,5,1,0.6,0.3333333333333333,0.06666666666666667,0.2222222222222222,0.2222222222222222,213.063722452,15,1,0,1,0,0,1,0,0
DB06267,CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc(=O)c2c([nH]1)c(CCC)nn2C,CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc(=O)c2c([nH]1)c(CCC)nn2C,FDA,25,4,6,0.6944444444444444,0.1111111111111111,0.16666666666666666,0.56,0.04,516.2518746320001,36,4,1,3,3,1,3,0,0
DB06268,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)N=c1o[nH]c(C)c1Cl)OCO2,FDA,18,6,2,0.6206896551724138,0.20689655172413793,0.06896551724137931,0.2222222222222222,0.0,454.00600588,29,4,1,3,3,1,3,0,0
DB06274,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,C[C@H]1CN(CC(Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,FDA,25,4,2,0.8064516129032258,0.12903225806451613,0.06451612903225806,0.44,0.12,424.236207504,31,3,1,2,1,1,2,0,0
DB06282,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,FDA,21,3,2,0.7777777777777778,0.1111111111111111,0.07407407407407407,0.38095238095238093,0.047619047619047616,388.15537034000005,27,3,1,2,1,1,2,0,0
DB06283,CSCC[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CSSC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(N)=O)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC3=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,CSCCC1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CSSC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(N)=O)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC3=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,FDA,102,32,36,0.576271186440678,0.1807909604519774,0.2033898305084746,0.6666666666666666,0.21568627450980393,2637.0983343440007,177,4,3,1,3,3,1,0,4
DB06287,CO[C@H]1CC2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,COC1C(=O)C(C)C[C@H](C)/C=C/C=C/C=C(\C)[C@@H](OC)CC2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCCC2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)C(C)=CC(C)[C@H]1O,FDA,56,16,1,0.7671232876712328,0.2191780821917808,0.0136986301369863,0.75,0.26785714285714285,1029.6024857040002,73,4,4,0,3,3,0,0,2
DB06288,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,FDA,17,4,3,0.68,0.16,0.12,0.5882352941176471,0.058823529411764705,369.172227344,25,2,1,1,1,1,1,0,0
DB06290,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,COc1ccc2c(O[C@@H]3CC4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)C4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,FDA,38,7,5,0.7307692307692307,0.1346153846153846,0.09615384615384616,0.5526315789473685,0.13157894736842105,749.2916908439998,52,7,4,3,3,1,3,0,0
DB06292,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,FDA,21,6,0,0.75,0.21428571428571427,0.0,0.42857142857142855,0.23809523809523808,408.1339662,28,3,1,2,1,1,2,0,0
DB06335,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)C(N)C12CC3CC(CC(O)(C3)C1)C2,FDA,18,2,3,0.782608695652174,0.08695652173913043,0.13043478260869565,0.8888888888888888,0.3333333333333333,315.19467704,23,6,6,0,1,1,0,0,4
DB06374,CCNCCc1ccc(CN(CC)c2cc(OC)ccc2[C@@H]2CCc3cc(O)ccc3C2)cc1,CCNCCc1ccc(CN(CC)c2cc(OC)ccc2[C@@H]2CCc3cc(O)ccc3C2)cc1,FDA,30,2,2,0.8823529411764706,0.058823529411764705,0.058823529411764705,0.4,0.03333333333333333,458.2933284559999,34,4,1,3,0,0,3,0,0
DB06401,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,FDA,30,3,2,0.8571428571428571,0.08571428571428572,0.05714285714285714,0.3333333333333333,0.0,470.25694294799996,35,5,1,4,2,1,4,0,0
DB06402,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c5cc(O)c(CNCP(=O)(O)O)c(O)c5-c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)Nc3c(O)[nH]c(c(O)[nH]c(=C(O)O)c5cc(O)c(CNC[PH](=O)(=O)O)c(O)c5c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O,FDA,80,27,11,0.6611570247933884,0.2231404958677686,0.09090909090909091,0.4875,0.1875,1753.6374291219986,121,12,6,6,7,6,6,0,11
DB06403,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(C)n1)C(=O)O,FDA,22,4,2,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.22727272727272727,0.045454545454545456,378.157957184,28,3,0,3,1,0,3,0,0
DB06410,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,FDA,28,2,0,0.9333333333333333,0.06666666666666667,0.0,0.7142857142857143,0.25,412.3341306479999,30,3,3,0,0,0,0,0,0
DB06412,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,C[C@]12CC(C=O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,FDA,21,3,0,0.875,0.125,0.0,0.9047619047619048,0.38095238095238093,332.23514488399996,24,4,4,0,0,0,0,0,0
DB06413,NC(=O)C[S@@](=O)C(c1ccccc1)c1ccccc1,NC(=O)C[S@@+]([O-])C(c1ccccc1)c1ccccc1,FDA,15,2,1,0.7894736842105263,0.10526315789473684,0.05263157894736842,0.13333333333333333,0.0,273.08234972,19,2,0,2,0,0,2,0,0
DB06414,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,Cc1cc(C#N)cc(C)c1Oc1[nH]c(=Nc2ccc(C#N)cc2)[nH]c(=N)c1Br,FDA,20,1,6,0.7142857142857143,0.03571428571428571,0.21428571428571427,0.1,0.0,434.0490712000001,28,3,0,3,1,0,3,0,0
DB06441,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O,CSCCN=c1[nH]c(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](CO[PH](=O)(=O)O[PH](=O)(=O)C(Cl)(Cl)[PH](=O)(=O)O)[C@@H](O)[C@H]1O,FDA,17,12,5,0.38636363636363635,0.2727272727272727,0.11363636363636363,0.7058823529411765,0.23529411764705882,774.9483131500003,44,3,1,2,3,1,2,0,0
DB06448,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,NC(=O)N1CCC(CC(=O)N2CCC(C3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,FDA,27,2,4,0.75,0.05555555555555555,0.1111111111111111,0.5185185185185185,0.037037037037037035,636.0502281119999,36,5,3,2,3,2,2,0,0
DB06480,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,FDA,18,3,3,0.72,0.12,0.12,0.6111111111111112,0.0,367.166269372,25,3,2,1,2,2,1,0,0
DB06589,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,Cc1ccc(N=c2nc(N(C)c3ccc4c(C)n(C)nc4c3)cc[nH]2)cc1S(N)(=O)=O,FDA,21,2,7,0.6774193548387096,0.06451612903225806,0.22580645161290322,0.19047619047619047,0.0,437.16339397599995,31,4,0,4,2,0,4,0,0
DB06590,CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)(O)O)n1,CCON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CSC12)c1nc(=N[PH](=O)(=O)[O-])s[nH]1,FDA,22,8,8,0.5116279069767442,0.18604651162790697,0.18604651162790697,0.2727272727272727,0.09090909090909091,684.0102802620002,43,5,2,3,5,2,3,0,0
DB06594,COc1ccc2cccc(CCNC(C)=O)c2c1,COc1ccc2cccc(CCNC(C)=O)c2c1,FDA,15,2,1,0.8333333333333334,0.1111111111111111,0.05555555555555555,0.26666666666666666,0.0,243.125928784,18,2,0,2,0,0,2,0,0
DB06595,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,FDA,35,4,4,0.813953488372093,0.09302325581395349,0.09302325581395349,0.2571428571428571,0.11428571428571428,570.22670544,43,9,3,6,5,3,6,0,2
DB06603,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(O)=NO)cc1,FDA,21,2,3,0.8076923076923077,0.07692307692307693,0.11538461538461539,0.19047619047619047,0.0,349.179026976,26,3,0,3,1,0,3,0,0
DB06605,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,FDA,25,4,5,0.7352941176470589,0.11764705882352941,0.14705882352941177,0.28,0.0,459.19065428,34,5,2,3,3,2,3,0,0
DB06608,COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1,COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1,FDA,24,3,3,0.7272727272727273,0.09090909090909091,0.09090909090909091,0.375,0.041666666666666664,463.20827641600005,33,3,0,3,1,0,3,0,0
DB06614,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)C(C(=O)O)C[C@H]1N=C(N)N,FDA,15,4,4,0.6521739130434783,0.17391304347826086,0.17391304347826086,0.8,0.3333333333333333,328.21105537600005,23,1,1,0,0,0,0,0,0
DB06616,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,COc1cc(N=c2c(C#N)c[nH]c3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,FDA,26,3,5,0.7222222222222222,0.08333333333333333,0.1388888888888889,0.38461538461538464,0.0,529.164745148,36,4,1,3,2,1,3,0,0
DB06626,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)[nH]nc2c1,FDA,22,1,4,0.7857142857142857,0.03571428571428571,0.14285714285714285,0.045454545454545456,0.0,386.1201321960001,28,4,0,4,2,0,4,0,0
DB06636,CNCC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]1cnn(C[C@](O)(c2cc(F)ccc2F)[C@@H](C)c2nc(-c3ccc(C#N)cc3)cs2)c1,CNCC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]1cnn(C[C@](O)(c2cc(F)ccc2F)C(C)c2nc(-c3ccc(C#N)cc3)cs2)c1,FDA,35,5,8,0.6862745098039216,0.09803921568627451,0.1568627450980392,0.2857142857142857,0.08571428571428572,717.2413700800901,51,5,0,5,3,0,5,0,0
DB06637,Nc1ccncc1,N=c1cc[nH]cc1,FDA,5,0,2,0.7142857142857143,0.0,0.2857142857142857,0.0,0.0,94.053098192,7,1,0,1,1,0,1,0,0
DB06654,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,CC(NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,FDA,17,2,2,0.7727272727272727,0.09090909090909091,0.09090909090909091,0.23529411764705882,0.058823529411764705,302.143056068,22,2,0,2,0,0,2,0,0
DB06663,NCCCC[C@@H]1NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2C[C@@H](OC(=O)NCCN)CN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(OCc3ccccc3)cc2)NC1=O,NCCCCC1NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2C[C@@H](OC(=O)NCCN)CN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(OCc3ccccc3)cc2)NC1=O,FDA,58,9,10,0.7532467532467533,0.11688311688311688,0.12987012987012986,0.3275862068965517,0.1206896551724138,1046.501423692,77,8,2,6,3,2,6,0,0
DB06684,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,FDA,26,2,5,0.7878787878787878,0.06060606060606061,0.15151515151515152,0.3076923076923077,0.0,441.216475104,33,5,1,4,3,1,4,0,0
DB06689,CCCCCCCC/C=C\CCCCCCCC(=O)O.NCCO,CCCCCCCC/C=C\CCCCCCCC(=O)O,FDA,18,2,0,0.9,0.1,0.0,0.8333333333333334,0.0,282.255880328,20,0,0,0,0,0,0,0,0
DB06691,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,FDA,17,1,3,0.8095238095238095,0.047619047619047616,0.14285714285714285,0.35294117647058826,0.0,285.184112356,21,2,0,2,1,0,2,0,0
DB06694,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,FDA,16,0,2,0.8888888888888888,0.0,0.1111111111111111,0.5625,0.0,244.19394876799998,18,2,1,1,1,1,1,0,0
DB06695,CCCCCCOC(=O)/N=C(/N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,CCCCCCOC(=O)N=C(N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,FDA,34,5,7,0.7391304347826086,0.10869565217391304,0.15217391304347827,0.35294117647058826,0.0,627.316917412,46,4,0,4,2,0,4,0,0
DB06697,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,FDA,16,5,0,0.7619047619047619,0.23809523809523808,0.0,1.0,0.5,298.178023932,21,5,5,0,4,4,0,1,2
DB06698,CNCCc1ccccn1,CNCCc1ccccn1,FDA,8,0,2,0.8,0.0,0.2,0.375,0.0,136.100048384,10,1,0,1,1,0,1,0,0
DB06699,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(NC(=O)[C@@H]2CC(=O)NC(=O)N2)cc1)C(=O)N[C@H](Cc1ccc(NC(N)=O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(NC(O)c2cc(=O)[nH]c(=O)[nH]2)cc1)C(=O)N[C@H](Cc1ccc(NC(N)=O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,FDA,82,16,18,0.7008547008547008,0.13675213675213677,0.15384615384615385,0.4024390243902439,0.13414634146341464,1630.7487968959992,117,8,1,7,3,1,7,0,0
DB06700,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,FDA,16,2,1,0.8421052631578947,0.10526315789473684,0.05263157894736842,0.625,0.0625,263.18852904,19,2,1,1,0,0,1,0,0
DB06701,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,COC(=O)C(c1ccccc1)[C@H]1CCCCN1,FDA,14,2,1,0.8235294117647058,0.11764705882352941,0.058823529411764705,0.5,0.14285714285714285,233.141578848,17,2,1,1,1,1,1,0,0
DB06702,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1,FDA,26,3,1,0.8666666666666667,0.1,0.03333333333333333,0.5,0.038461538461538464,411.277344044,30,2,0,2,0,0,2,0,0
DB06704,NC(N)=NCc1cccc(I)c1,N=C(N)NCc1cccc(I)c1,FDA,8,0,3,0.6666666666666666,0.0,0.25,0.125,0.0,274.99194531999996,12,1,0,1,0,0,1,0,0
DB06705,O=C([O-])CN(CCN(CC(=O)[O-])C[C@H](COP(=O)([O-])OC1CCC(c2ccccc2)(c2ccccc2)CC1)N(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3].[Na+].[Na+].[Na+],O=C(O)CN(CCN(CC(=O)O)C[C@H](CO[PH](=O)(=O)OC1CCC(c2ccccc2)(c2ccccc2)CC1)N(CC(=O)O)CC(=O)O)CC(=O)O,FDA,33,14,3,0.6470588235294118,0.27450980392156865,0.058823529411764705,0.48484848484848486,0.030303030303030304,737.2560897180001,51,3,1,2,0,0,2,0,0
DB06706,CNC(C)CCC=C(C)C,CNC(C)CCC=C(C)C,FDA,9,0,1,0.9,0.0,0.1,0.7777777777777778,0.1111111111111111,141.151749608,10,0,0,0,0,0,0,0,0
DB06707,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,FDA,9,3,1,0.6923076923076923,0.23076923076923078,0.07692307692307693,0.3333333333333333,0.2222222222222222,183.089543276,13,1,0,1,0,0,1,0,0
DB06708,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,FDA,30,1,1,0.8571428571428571,0.02857142857142857,0.02857142857142857,0.3333333333333333,0.03333333333333333,527.154947684,35,4,1,3,0,0,3,0,0
DB06709,CC(=O)OC(C)C[N+](C)(C)C,CC(=O)OC(C)C[N+](C)(C)C,FDA,8,2,1,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.875,0.125,160.13320523609,11,0,0,0,0,0,0,0,0
DB06710,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,FDA,20,2,0,0.9090909090909091,0.09090909090909091,0.0,0.85,0.3,302.2245802,22,4,4,0,0,0,0,0,0
DB06711,c1ccc2c(CC3=NCCN3)cccc2c1,c1ccc2c(CC3=NCCN3)cccc2c1,FDA,14,0,2,0.875,0.0,0.125,0.21428571428571427,0.0,210.115698448,16,3,1,2,1,1,2,0,0
DB06712,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,COC(=O)C1=C(C#N)N=C(C)C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,FDA,19,6,3,0.6785714285714286,0.21428571428571427,0.10714285714285714,0.3684210526315789,0.10526315789473684,385.127385328,28,2,1,1,1,1,1,0,0
