ID,All_fragments,All_fragments_h,Counts
PeruNPD_All_frag_290,*CC(CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)CCCCC(CC/C=C(/CC=CC(C)C(=O)O)CO*)CO*,CC(=O)OC/C(=C\CCC(C)CCCCC(CO)CC/C=C(\CO)CC=CC(C)C(=O)O)CC=CC(C)C(=O)O,1
PeruNPD_All_frag_291,*CC(CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)CCCCC(CC/C=C(/CC=CC(C)C(=O)O)CO*)COC(C)=O,CC(=O)OC/C(=C\CCC(C)CCCCC(CC/C=C(\CO)CC=CC(C)C(=O)O)COC(C)=O)CC=CC(C)C(=O)O,1
PeruNPD_All_frag_292,*CC(CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)CCCCC(CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)CO*,CC(=O)OC/C(=C\CCC(C)CCCCC(CO)CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)CC=CC(C)C(=O)O,1
PeruNPD_All_frag_293,*CC(CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)CCCCC(CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)COC(C)=O,CC(=O)OC/C(=C\CCC(C)CCCCC(CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)COC(C)=O)CC=CC(C)C(=O)O,1
PeruNPD_All_frag_294,*CC/C(=C/CCC(C*)CCCCC(C*)CC/C=C(/CC*)CO*)CO*,CC/C(=C/CCC(C)CCCCC(C)CC/C=C(/CC)CO)CO,1
PeruNPD_All_frag_295,*CC/C(=C/CCC(C*)CCCCC(C*)CC/C=C(/CC*)COC(C)=O)CO*,CC/C(=C/CCC(C)CCCCC(C)CC/C=C(/CC)COC(C)=O)CO,1
PeruNPD_All_frag_296,*CC/C(=C/CCC(C*)CCCCC(C*)CC/C=C(/CC*)COC(C)=O)COC(C)=O,CC/C(=C/CCC(C)CCCCC(C)CC/C=C(/CC)COC(C)=O)COC(C)=O,1
PeruNPD_All_frag_297,*CC/C(=C/CCC(C*)CCCCC(C*)CC/C=C(/CC=CC(C)C(*)=O)CO*)C*,CC/C(C)=C/CCC(C)CCCCC(C)CC/C=C(\CO)CC=CC(C)C=O,1
PeruNPD_All_frag_298,*CC/C(=C/CCC(C*)CCCCC(C*)CC/C=C(/CC=CC(C)C(*)=O)CO*)CO*,CC/C(=C/CCC(C)CCCCC(C)CC/C=C(\CO)CC=CC(C)C=O)CO,1
PeruNPD_All_frag_299,*CC/C(=C/CCC(C*)CCCCC(C*)CC/C=C(/CC=CC(C)C(*)=O)CO*)COC(C)=O,CC/C(=C/CCC(C)CCCCC(C)CC/C=C(\CO)CC=CC(C)C=O)COC(C)=O,1
PeruNPD_All_frag_300,*CC/C(=C/CCC(C*)CCCCC(C*)CC/C=C(/CC=CC(C)C(*)=O)COC(C)=O)C*,CC/C(C)=C/CCC(C)CCCCC(C)CC/C=C(/CC=CC(C)C=O)COC(C)=O,1
PeruNPD_All_frag_301,*CC/C(=C/CCC(C*)CCCCC(C*)CC/C=C(/CC=CC(C)C(*)=O)COC(C)=O)CO*,CC/C(=C/CCC(C)CCCCC(C)CC/C=C(/CC=CC(C)C=O)COC(C)=O)CO,1
PeruNPD_All_frag_302,*CC/C(=C/CCC(C*)CCCCC(C*)CC/C=C(/CC=CC(C)C(*)=O)COC(C)=O)COC(C)=O,CC/C(=C/CCC(C)CCCCC(C)CC/C=C(/CC=CC(C)C=O)COC(C)=O)COC(C)=O,1
PeruNPD_All_frag_303,*CC/C(=C/CCC(C*)CCCCC(C*)CC/C=C(/CC=CC(C)C(=O)O)CO*)C*,CC/C(C)=C/CCC(C)CCCCC(C)CC/C=C(\CO)CC=CC(C)C(=O)O,1
PeruNPD_All_frag_304,*CC/C(=C/CCC(C*)CCCCC(C*)CC/C=C(/CC=CC(C)C(=O)O)CO*)CO*,CC/C(=C/CCC(C)CCCCC(C)CC/C=C(\CO)CC=CC(C)C(=O)O)CO,1
PeruNPD_All_frag_305,*CC/C(=C/CCC(C*)CCCCC(C*)CC/C=C(/CC=CC(C)C(=O)O)CO*)COC(C)=O,CC/C(=C/CCC(C)CCCCC(C)CC/C=C(\CO)CC=CC(C)C(=O)O)COC(C)=O,1
PeruNPD_All_frag_306,*CC/C(=C/CCC(C*)CCCCC(C*)CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)C*,CC/C(C)=C/CCC(C)CCCCC(C)CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O,1
PeruNPD_All_frag_307,*CC/C(=C/CCC(C*)CCCCC(C*)CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)CO*,CC/C(=C/CCC(C)CCCCC(C)CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)CO,1
PeruNPD_All_frag_308,*CC/C(=C/CCC(C*)CCCCC(C*)CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)COC(C)=O,CC/C(=C/CCC(C)CCCCC(C)CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)COC(C)=O,1
PeruNPD_All_frag_309,*CC/C(=C/CCC(C*)CCCCC(C*)CC/C=C(\C*)CC*)C*,CC/C(C)=C/CCC(C)CCCCC(C)CC/C=C(\C)CC,1
PeruNPD_All_frag_310,*CC/C(=C/CCC(C*)CCCCC(C*)CC/C=C(\C*)CC*)CO*,CC/C(=C/CCC(C)CCCCC(C)CC/C=C(\C)CC)CO,1
PeruNPD_All_frag_311,*CC(CC/C=C(/CC=CC(C)C(=O)O)CO*)CCCCC(CC/C=C(/CC=CC(C)C(=O)O)CO*)CO*,CC(CC/C=C(\CO)CC=CC(C)C(=O)O)CCCCC(CO)CC/C=C(\CO)CC=CC(C)C(=O)O,1
PeruNPD_All_frag_312,*CC(CC/C=C(/CC=CC(C)C(=O)O)CO*)CCCCC(CC/C=C(/CC=CC(C)C(*)=O)COC(C)=O)COC(C)=O,CC(=O)OC/C(=C\CCC(CCCCC(C)CC/C=C(\CO)CC=CC(C)C(=O)O)COC(C)=O)CC=CC(C)C=O,1
PeruNPD_All_frag_313,*CC(CC/C=C(/CC=CC(C)C(=O)O)CO*)CCCCC(CC/C=C(/CC=CC(C)C(*)=O)COC(C)=O)CO*,CC(=O)OC/C(=C\CCC(CO)CCCCC(C)CC/C=C(\CO)CC=CC(C)C(=O)O)CC=CC(C)C=O,1
PeruNPD_All_frag_314,*CC(CC/C=C(/CC=CC(C)C(*)=O)CO*)CCCCC(CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)COC(C)=O,CC(=O)OC/C(=C\CCC(CCCCC(C)CC/C=C(\CO)CC=CC(C)C=O)COC(C)=O)CC=CC(C)C(=O)O,1
PeruNPD_All_frag_315,*CC(C)C(*)=O,CC(C)C=O,1
PeruNPD_All_frag_316,*CC(C)C(=O)O,CC(C)C(=O)O,1
PeruNPD_All_frag_317,*CC(CC/C=C(/CC=CC(C)C(*)=O)CO*)CCCCC(C*)CC/C=C(/CC=CC(C)C(*)=O)CO*,CC(C=O)C=CC/C(=C/CCC(C)CCCCC(C)CC/C=C(\CO)CC=CC(C)C=O)CO,1
PeruNPD_All_frag_318,*CC(CC/C=C(/CC=CC(C)C(*)=O)CO*)CCCCC(C*)CC/C=C(/CC=CC(C)C(*)=O)COC(C)=O,CC(=O)OC/C(=C\CCC(C)CCCCC(C)CC/C=C(\CO)CC=CC(C)C=O)CC=CC(C)C=O,1
PeruNPD_All_frag_319,*CC(CC/C=C(/CC=CC(C)C(*)=O)CO*)CCCCC(C*)CC/C=C(/CC=CC(C)C(=O)O)CO*,CC(C=O)C=CC/C(=C/CCC(C)CCCCC(C)CC/C=C(\CO)CC=CC(C)C(=O)O)CO,1
PeruNPD_All_frag_320,*CC(CC/C=C(/CC=CC(C)C(*)=O)CO*)CCCCC(C*)CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O,CC(=O)OC/C(=C\CCC(C)CCCCC(C)CC/C=C(\CO)CC=CC(C)C=O)CC=CC(C)C(=O)O,1
PeruNPD_All_frag_321,*CC(CC/C=C(/CC=CC(C)C(*)=O)CO*)CCCCC(CC/C=C(/CC=CC(C)C(*)=O)CO*)CO*,CC(C=O)C=CC/C(=C/CCC(C)CCCCC(CO)CC/C=C(\CO)CC=CC(C)C=O)CO,1
PeruNPD_All_frag_322,*CC(CC/C=C(/CC=CC(C)C(*)=O)CO*)CCCCC(CC/C=C(/CC=CC(C)C(*)=O)CO*)COC(C)=O,CC(=O)OCC(CC/C=C(\CO)CC=CC(C)C=O)CCCCC(C)CC/C=C(\CO)CC=CC(C)C=O,1
PeruNPD_All_frag_323,*CC(CC/C=C(/CC=CC(C)C(*)=O)CO*)CCCCC(CC/C=C(/CC=CC(C)C(*)=O)COC(C)=O)CO*,CC(=O)OC/C(=C\CCC(CO)CCCCC(C)CC/C=C(\CO)CC=CC(C)C=O)CC=CC(C)C=O,1
PeruNPD_All_frag_324,*CC(CC/C=C(/CC=CC(C)C(*)=O)CO*)CCCCC(CC/C=C(/CC=CC(C)C(*)=O)COC(C)=O)COC(C)=O,CC(=O)OC/C(=C\CCC(CCCCC(C)CC/C=C(\CO)CC=CC(C)C=O)COC(C)=O)CC=CC(C)C=O,1
PeruNPD_All_frag_325,*CC(CC/C=C(/CC=CC(C)C(*)=O)CO*)CCCCC(CC/C=C(/CC=CC(C)C(=O)O)CO*)CO*,CC(C=O)C=CC/C(=C/CCC(C)CCCCC(CO)CC/C=C(\CO)CC=CC(C)C(=O)O)CO,1
PeruNPD_All_frag_326,*CC(CC/C=C(/CC=CC(C)C(*)=O)CO*)CCCCC(CC/C=C(/CC=CC(C)C(=O)O)CO*)COC(C)=O,CC(=O)OCC(CC/C=C(\CO)CC=CC(C)C(=O)O)CCCCC(C)CC/C=C(\CO)CC=CC(C)C=O,1
PeruNPD_All_frag_327,*CC(CC/C=C(/CC=CC(C)C(*)=O)CO*)CCCCC(CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)CO*,CC(=O)OC/C(=C\CCC(CO)CCCCC(C)CC/C=C(\CO)CC=CC(C)C=O)CC=CC(C)C(=O)O,1
PeruNPD_All_frag_328,*CC(CC/C=C(/CC=CC(C)C(*)=O)COC(C)=O)CCCCC(C*)CC/C=C(/CC=CC(C)C(*)=O)COC(C)=O,CC(=O)OC/C(=C\CCC(C)CCCCC(C)CC/C=C(/CC=CC(C)C=O)COC(C)=O)CC=CC(C)C=O,1
PeruNPD_All_frag_329,*CC(CC/C=C(/CC=CC(C)C(=O)O)CO*)CCCCC(CC/C=C(/CC=CC(C)C(*)=O)CO*)COC(C)=O,CC(=O)OCC(CC/C=C(\CO)CC=CC(C)C=O)CCCCC(C)CC/C=C(\CO)CC=CC(C)C(=O)O,1
PeruNPD_All_frag_330,*CC(CC/C=C(/CC=CC(C)C(*)=O)COC(C)=O)CCCCC(C*)CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O,CC(=O)OC/C(=C\CCC(C)CCCCC(C)CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)CC=CC(C)C=O,1
PeruNPD_All_frag_331,*CC(CC/C=C(/CC=CC(C)C(*)=O)COC(C)=O)CCCCC(CC/C=C(/CC=CC(C)C(*)=O)CO*)CO*,CC(=O)OC/C(=C\CCC(C)CCCCC(CO)CC/C=C(\CO)CC=CC(C)C=O)CC=CC(C)C=O,1
PeruNPD_All_frag_332,*CC(CC/C=C(/CC=CC(C)C(*)=O)COC(C)=O)CCCCC(CC/C=C(/CC=CC(C)C(*)=O)CO*)COC(C)=O,CC(=O)OC/C(=C\CCC(C)CCCCC(CC/C=C(\CO)CC=CC(C)C=O)COC(C)=O)CC=CC(C)C=O,1
PeruNPD_All_frag_333,*CC(CC/C=C(/CC=CC(C)C(*)=O)COC(C)=O)CCCCC(CC/C=C(/CC=CC(C)C(*)=O)COC(C)=O)CO*,CC(=O)OC/C(=C\CCC(C)CCCCC(CO)CC/C=C(/CC=CC(C)C=O)COC(C)=O)CC=CC(C)C=O,1
PeruNPD_All_frag_334,*CC(CC/C=C(/CC=CC(C)C(*)=O)COC(C)=O)CCCCC(CC/C=C(/CC=CC(C)C(*)=O)COC(C)=O)COC(C)=O,CC(=O)OC/C(=C\CCC(C)CCCCC(CC/C=C(/CC=CC(C)C=O)COC(C)=O)COC(C)=O)CC=CC(C)C=O,1
PeruNPD_All_frag_335,*CC(CC/C=C(/CC=CC(C)C(*)=O)COC(C)=O)CCCCC(CC/C=C(/CC=CC(C)C(=O)O)CO*)CO*,CC(=O)OC/C(=C\CCC(C)CCCCC(CO)CC/C=C(\CO)CC=CC(C)C(=O)O)CC=CC(C)C=O,1
PeruNPD_All_frag_336,*CC(CC/C=C(/CC=CC(C)C(*)=O)COC(C)=O)CCCCC(CC/C=C(/CC=CC(C)C(=O)O)CO*)COC(C)=O,CC(=O)OC/C(=C\CCC(C)CCCCC(CC/C=C(\CO)CC=CC(C)C(=O)O)COC(C)=O)CC=CC(C)C=O,1
PeruNPD_All_frag_337,*CC(CC/C=C(/CC=CC(C)C(*)=O)COC(C)=O)CCCCC(CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)CO*,CC(=O)OC/C(=C\CCC(C)CCCCC(CO)CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)CC=CC(C)C=O,1
PeruNPD_All_frag_338,*CC(CC/C=C(/CC=CC(C)C(*)=O)COC(C)=O)CCCCC(CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)COC(C)=O,CC(=O)OC/C(=C\CCC(C)CCCCC(CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)COC(C)=O)CC=CC(C)C=O,1
PeruNPD_All_frag_339,*CC(CC/C=C(/CC=CC(C)C(=O)O)CO*)CCCCC(C*)CC/C=C(/CC=CC(C)C(*)=O)COC(C)=O,CC(=O)OC/C(=C\CCC(C)CCCCC(C)CC/C=C(\CO)CC=CC(C)C(=O)O)CC=CC(C)C=O,1
PeruNPD_All_frag_340,*CC(CC/C=C(/CC=CC(C)C(=O)O)CO*)CCCCC(C*)CC/C=C(/CC=CC(C)C(=O)O)CO*,CC(CC/C=C(\CO)CC=CC(C)C(=O)O)CCCCC(C)CC/C=C(\CO)CC=CC(C)C(=O)O,1
PeruNPD_All_frag_341,*CC(CC/C=C(/CC=CC(C)C(=O)O)CO*)CCCCC(C*)CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O,CC(=O)OC/C(=C\CCC(C)CCCCC(C)CC/C=C(\CO)CC=CC(C)C(=O)O)CC=CC(C)C(=O)O,1
PeruNPD_All_frag_342,*CC(CC/C=C(/CC=CC(C)C(=O)O)CO*)CCCCC(CC/C=C(/CC=CC(C)C(*)=O)CO*)CO*,CC(C=O)C=CC/C(=C/CCC(CO)CCCCC(C)CC/C=C(\CO)CC=CC(C)C(=O)O)CO,1
PeruNPD_All_frag_343,*CC/C(=C/CCC(C*)CCCCC(C*)CC/C=C(\C*)CC*)COC(C)=O,CC/C(=C/CCC(C)CCCCC(C)CC/C=C(\C)CC)COC(C)=O,1
PeruNPD_All_frag_344,*CC/C(=C/CCC(C*)CCCCC(C*)CC/C=C(\C*)CC=CC(C)C(*)=O)C*,CC/C(C)=C/CCC(C)CCCCC(C)CC/C=C(\C)CC=CC(C)C=O,1
PeruNPD_All_frag_345,*CC/C(=C/CCC(C*)CCCCC(C*)CC/C=C(\C*)CC=CC(C)C(*)=O)CO*,CC/C(=C/CCC(C)CCCCC(C)CC/C=C(\C)CC=CC(C)C=O)CO,1
PeruNPD_All_frag_346,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(\C*)CC=CC(C)C(=O)O)CO*)C*,CC/C(C)=C/CCC(C)CCCCC(CO)CC/C=C(\C)CC=CC(C)C(=O)O,1
PeruNPD_All_frag_347,*CC/C(=C/CCC(CCCCC(CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)COC(C)=O)CO*)COC(C)=O,CC/C(=C/CCC(CO)CCCCC(CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)COC(C)=O)COC(C)=O,1
PeruNPD_All_frag_348,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(\C*)CC*)CO*)C*,CC/C(C)=C/CCC(C)CCCCC(CO)CC/C=C(\C)CC,1
PeruNPD_All_frag_349,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(\C*)CC*)CO*)CO*,CC/C(=C/CCC(C)CCCCC(CO)CC/C=C(\C)CC)CO,1
PeruNPD_All_frag_350,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(\C*)CC*)CO*)COC(C)=O,CC/C(=C/CCC(C)CCCCC(CO)CC/C=C(\C)CC)COC(C)=O,1
PeruNPD_All_frag_351,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(\C*)CC*)COC(C)=O)C*,CC/C(C)=C/CCC(C)CCCCC(CC/C=C(\C)CC)COC(C)=O,1
PeruNPD_All_frag_352,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(\C*)CC*)COC(C)=O)CO*,CC/C(=C/CCC(C)CCCCC(CC/C=C(\C)CC)COC(C)=O)CO,1
PeruNPD_All_frag_353,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(\C*)CC*)COC(C)=O)COC(C)=O,CC/C(=C/CCC(C)CCCCC(CC/C=C(\C)CC)COC(C)=O)COC(C)=O,1
PeruNPD_All_frag_354,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(\C*)CC=CC(C)C(*)=O)CO*)C*,CC/C(C)=C/CCC(C)CCCCC(CO)CC/C=C(\C)CC=CC(C)C=O,1
PeruNPD_All_frag_355,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(\C*)CC=CC(C)C(*)=O)CO*)CO*,CC/C(=C/CCC(C)CCCCC(CO)CC/C=C(\C)CC=CC(C)C=O)CO,1
PeruNPD_All_frag_356,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(\C*)CC=CC(C)C(*)=O)CO*)COC(C)=O,CC/C(=C/CCC(C)CCCCC(CO)CC/C=C(\C)CC=CC(C)C=O)COC(C)=O,1
PeruNPD_All_frag_357,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(\C*)CC=CC(C)C(*)=O)COC(C)=O)C*,CC/C(C)=C/CCC(C)CCCCC(CC/C=C(\C)CC=CC(C)C=O)COC(C)=O,1
PeruNPD_All_frag_358,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(\C*)CC=CC(C)C(*)=O)COC(C)=O)CO*,CC/C(=C/CCC(C)CCCCC(CC/C=C(\C)CC=CC(C)C=O)COC(C)=O)CO,1
PeruNPD_All_frag_359,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(\C*)CC=CC(C)C(*)=O)COC(C)=O)COC(C)=O,CC/C(=C/CCC(C)CCCCC(CC/C=C(\C)CC=CC(C)C=O)COC(C)=O)COC(C)=O,1
PeruNPD_All_frag_360,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(\C*)CC=CC(C)C(=O)O)CO*)CO*,CC/C(=C/CCC(C)CCCCC(CO)CC/C=C(\C)CC=CC(C)C(=O)O)CO,1
PeruNPD_All_frag_361,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)COC(C)=O)C*,CC/C(C)=C/CCC(C)CCCCC(CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)COC(C)=O,1
PeruNPD_All_frag_362,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(\C*)CC=CC(C)C(=O)O)CO*)COC(C)=O,CC/C(=C/CCC(C)CCCCC(CO)CC/C=C(\C)CC=CC(C)C(=O)O)COC(C)=O,1
PeruNPD_All_frag_363,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(\C*)CC=CC(C)C(=O)O)COC(C)=O)C*,CC/C(C)=C/CCC(C)CCCCC(CC/C=C(\C)CC=CC(C)C(=O)O)COC(C)=O,1
PeruNPD_All_frag_364,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(\C*)CC=CC(C)C(=O)O)COC(C)=O)CO*,CC/C(=C/CCC(C)CCCCC(CC/C=C(\C)CC=CC(C)C(=O)O)COC(C)=O)CO,1
PeruNPD_All_frag_365,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(\C*)CC=CC(C)C(=O)O)COC(C)=O)COC(C)=O,CC/C(=C/CCC(C)CCCCC(CC/C=C(\C)CC=CC(C)C(=O)O)COC(C)=O)COC(C)=O,1
PeruNPD_All_frag_366,*CC/C(=C/CCC(CCCCC(C*)CC/C=C(/CC*)COC(C)=O)CO*)CO*,CC/C(=C/CCC(CO)CCCCC(C)CC/C=C(/CC)COC(C)=O)CO,1
PeruNPD_All_frag_367,*CC/C(=C/CCC(CCCCC(C*)CC/C=C(/CC*)COC(C)=O)COC(C)=O)CO*,CC/C(=C/CCC(CCCCC(C)CC/C=C(/CC)COC(C)=O)COC(C)=O)CO,1
PeruNPD_All_frag_368,*CC/C(=C/CCC(CCCCC(C*)CC/C=C(/CC=CC(C)C(*)=O)CO*)CO*)C*,CC/C(C)=C/CCC(CO)CCCCC(C)CC/C=C(\CO)CC=CC(C)C=O,1
PeruNPD_All_frag_369,*CC/C(=C/CCC(CCCCC(C*)CC/C=C(/CC=CC(C)C(*)=O)CO*)CO*)CO*,CC/C(=C/CCC(CO)CCCCC(C)CC/C=C(\CO)CC=CC(C)C=O)CO,1
PeruNPD_All_frag_370,*CC/C(=C/CCC(CCCCC(C*)CC/C=C(/CC=CC(C)C(*)=O)CO*)CO*)COC(C)=O,CC/C(=C/CCC(CO)CCCCC(C)CC/C=C(\CO)CC=CC(C)C=O)COC(C)=O,1
PeruNPD_All_frag_371,*CC/C(=C/CCC(CCCCC(C*)CC/C=C(/CC=CC(C)C(*)=O)CO*)COC(C)=O)C*,CC/C(C)=C/CCC(CCCCC(C)CC/C=C(\CO)CC=CC(C)C=O)COC(C)=O,1
PeruNPD_All_frag_372,*C(=O)C1C=CCC2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,CC12CCC3C(=O)OC(c4ccoc4)CC3(C)C1CC=CC2C=O,1
PeruNPD_All_frag_373,*CC/C(=C/CCC(CCCCC(C*)CC/C=C(/CC=CC(C)C(*)=O)CO*)COC(C)=O)CO*,CC/C(=C/CCC(CCCCC(C)CC/C=C(\CO)CC=CC(C)C=O)COC(C)=O)CO,1
PeruNPD_All_frag_374,*CC/C(=C/CCC(CCCCC(C*)CC/C=C(/CC=CC(C)C(*)=O)CO*)COC(C)=O)COC(C)=O,CC/C(=C/CCC(CCCCC(C)CC/C=C(\CO)CC=CC(C)C=O)COC(C)=O)COC(C)=O,1
PeruNPD_All_frag_375,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)COC(C)=O)CO*,CC/C(=C/CCC(C)CCCCC(CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)COC(C)=O)CO,1
PeruNPD_All_frag_376,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)CO*)COC(C)=O,CC/C(=C/CCC(C)CCCCC(CO)CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)COC(C)=O,1
PeruNPD_All_frag_377,*CC/C(=C/CCC(C*)CCCCC(C*)CC/C=C(\C*)CC=CC(C)C(*)=O)COC(C)=O,CC/C(=C/CCC(C)CCCCC(C)CC/C=C(\C)CC=CC(C)C=O)COC(C)=O,1
PeruNPD_All_frag_378,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(/CC=CC(C)C(*)=O)CO*)COC(C)=O)CO*,CC/C(=C/CCC(C)CCCCC(CC/C=C(\CO)CC=CC(C)C=O)COC(C)=O)CO,1
PeruNPD_All_frag_379,*CC/C(=C/CCC(C*)CCCCC(C*)CC/C=C(\C*)CC=CC(C)C(=O)O)C*,CC/C(C)=C/CCC(C)CCCCC(C)CC/C=C(\C)CC=CC(C)C(=O)O,1
PeruNPD_All_frag_380,*CC/C(=C/CCC(C*)CCCCC(C*)CC/C=C(\C*)CC=CC(C)C(=O)O)CO*,CC/C(=C/CCC(C)CCCCC(C)CC/C=C(\C)CC=CC(C)C(=O)O)CO,1
PeruNPD_All_frag_381,*CC/C(=C/CCC(C*)CCCCC(C*)CC/C=C(\C*)CC=CC(C)C(=O)O)COC(C)=O,CC/C(=C/CCC(C)CCCCC(C)CC/C=C(\C)CC=CC(C)C(=O)O)COC(C)=O,1
PeruNPD_All_frag_382,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(/CC*)CO*)CO*)CO*,CC/C(=C/CCC(C)CCCCC(CO)CC/C=C(/CC)CO)CO,1
PeruNPD_All_frag_383,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(/CC*)CO*)COC(C)=O)CO*,CC/C(=C/CCC(C)CCCCC(CC/C=C(/CC)CO)COC(C)=O)CO,1
PeruNPD_All_frag_384,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(/CC*)COC(C)=O)CO*)CO*,CC/C(=C/CCC(C)CCCCC(CO)CC/C=C(/CC)COC(C)=O)CO,1
PeruNPD_All_frag_385,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(/CC*)COC(C)=O)CO*)COC(C)=O,CC/C(=C/CCC(C)CCCCC(CO)CC/C=C(/CC)COC(C)=O)COC(C)=O,1
PeruNPD_All_frag_386,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(/CC*)COC(C)=O)COC(C)=O)CO*,CC/C(=C/CCC(C)CCCCC(CC/C=C(/CC)COC(C)=O)COC(C)=O)CO,1
PeruNPD_All_frag_387,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(/CC*)COC(C)=O)COC(C)=O)COC(C)=O,CC/C(=C/CCC(C)CCCCC(CC/C=C(/CC)COC(C)=O)COC(C)=O)COC(C)=O,1
PeruNPD_All_frag_388,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(/CC=CC(C)C(*)=O)CO*)CO*)C*,CC/C(C)=C/CCC(C)CCCCC(CO)CC/C=C(\CO)CC=CC(C)C=O,1
PeruNPD_All_frag_389,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(/CC=CC(C)C(*)=O)CO*)CO*)CO*,CC/C(=C/CCC(C)CCCCC(CO)CC/C=C(\CO)CC=CC(C)C=O)CO,1
PeruNPD_All_frag_390,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(/CC=CC(C)C(*)=O)CO*)CO*)COC(C)=O,CC/C(=C/CCC(C)CCCCC(CO)CC/C=C(\CO)CC=CC(C)C=O)COC(C)=O,1
PeruNPD_All_frag_391,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(/CC=CC(C)C(*)=O)CO*)COC(C)=O)C*,CC/C(C)=C/CCC(C)CCCCC(CC/C=C(\CO)CC=CC(C)C=O)COC(C)=O,1
PeruNPD_All_frag_392,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(/CC=CC(C)C(*)=O)CO*)COC(C)=O)COC(C)=O,CC/C(=C/CCC(C)CCCCC(CC/C=C(\CO)CC=CC(C)C=O)COC(C)=O)COC(C)=O,1
PeruNPD_All_frag_393,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)CO*)CO*,CC/C(=C/CCC(C)CCCCC(CO)CC/C=C(/CC=CC(C)C(=O)O)COC(C)=O)CO,1
PeruNPD_All_frag_394,*CC/C(=C/CCC(C*)CCCCC(CC/C=C(/CC=CC(C)C(*)=O)COC(C)=O)CO*)C*,CC/C(C)=C/CCC(C)CCCCC(CO)CC/C=C(/CC=CC(C)C=O)COC(C)=O,1
